image_name,insect_group,split,total length,head width,head length,inter ocular distance,right antenna length,left antenna length,thorax width,thorax length,abdomen width,abdomen length,intertegular distance,left hind wing length,right hind wing length,left hind wing width,right hind wing width,left fore wing length,right fore wing length,left fore wing width,right fore wing width,left hind leg length,left hind leg femur length,left hind leg tibia length,left hind leg tarsus length,right hind leg length,right hind leg femur length,right hind leg tibia length,right hind leg tarsus length
HP.278.jpg,diptera,train,,144.64,,5.07,103.19,,430.42,,363.41,874.38,461.72,,,,,1039.66,982.21,340.2,465.81,,,,,,,,
HP.28.jpg,diptera,train,1538.46,496.52,209.55,,105.77,97.47,414.84,642.04,534.0,686.87,421.62,,,,,1435.3,1413.88,443.93,420.25,,,,,,,,
HP.280.jpg,diptera,train,2841.13,902.96,362.54,276.01,220.35,,746.36,1214.27,1031.03,1264.32,714.34,,,,,2269.16,2257.61,866.74,,,,,,,,,
HP.29.jpg,diptera,train,1308.65,388.25,210.45,2.58,84.77,77.03,361.15,529.42,302.94,568.78,384.43,,,,,891.43,1104.89,208.3,266.56,,,,,,,,
HP.303.jpg,diptera,train,2382.06,723.76,290.61,120.05,,,562.14,1050.0,459.14,1041.45,668.88,,,,,1725.69,1741.56,419.08,482.0,,,,,,,,
HP.305.jpg,diptera,train,2260.37,562.82,175.62,10.47,,,598.52,1142.38,643.85,942.37,634.35,,,,,2039.85,2050.07,114.21,500.49,,,,,,,,
HP.306.jpg,diptera,train,1092.0,436.36,199.78,111.97,56.24,68.84,374.7,579.67,544.49,312.56,353.38,,,,,1082.15,1095.4,77.1,103.76,,,,,,,,
HP.307.jpg,diptera,train,2292.89,648.98,255.35,,,,559.7,953.48,683.59,1084.07,658.78,,,,,2099.02,2109.89,607.7,648.67,,,,,,,,
HP.309.jpg,diptera,train,1234.68,397.8,206.31,5.25,75.61,67.45,357.36,518.62,389.9,509.75,355.99,,,,,998.08,1028.24,171.04,220.92,,,,,,,,
HP.310.jpg,diptera,train,1897.43,466.34,269.66,8.1,98.05,106.05,389.97,631.29,299.83,996.47,371.92,,,,,1285.41,1266.27,134.64,48.97,,,,,,,,
HP.314.jpg,diptera,train,1552.94,524.16,274.01,,,105.39,407.97,713.62,528.18,565.3,428.87,,,,,1624.93,1615.73,467.03,435.79,,,,,,,,
HP.315.jpg,diptera,train,1578.89,560.35,246.99,88.09,116.35,,396.78,713.04,675.37,618.86,467.81,,,,,1180.05,1063.4,459.37,323.67,,,,,,,,
GJ.1112.jpg,diptera,val,3572.29,946.41,460.61,9.41,286.35,202.69,925.46,1519.27,877.53,1592.41,1028.22,,,,,2584.55,2560.44,928.14,927.93,,,,,,,,
GJ.1171.jpg,diptera,val,1628.04,759.01,465.04,145.93,69.93,71.51,646.88,871.97,651.82,291.02,642.05,,,,,1440.58,1353.5,267.63,471.79,,,,,,,,
GJ.1180.jpg,diptera,val,2739.43,1019.59,575.64,269.16,224.19,256.97,836.93,1248.34,878.51,915.46,894.12,,,,,2088.45,1989.13,543.29,691.66,,,,,,,,
GJ.2053.jpg,diptera,val,2074.76,753.1,412.69,3.45,202.45,185.82,725.98,985.36,858.14,676.71,648.24,,,,,1893.48,1922.86,448.3,333.53,,,,,,,,
GJ.2108.jpg,diptera,val,2778.19,959.51,443.97,2.4,131.85,,881.55,1177.06,902.18,1157.15,983.51,,,,,2435.79,2517.11,241.45,735.64,,,,,,,,
GJ.2113.jpg,diptera,val,3177.47,1018.7,494.42,6.12,124.73,147.83,872.93,1468.45,821.41,1214.6,976.56,,,,,2790.85,2803.75,920.14,906.21,,,,,,,,
GJ.2486.jpg,diptera,val,,268.59,145.51,1.72,59.22,59.03,212.99,285.97,334.81,,,,,,,557.93,,68.28,,,,,,,,,
GJ.2519.jpg,diptera,val,3487.22,1034.77,451.32,12.24,228.22,173.92,988.93,1478.56,980.64,1557.34,957.83,,,,,2429.53,2510.05,614.94,718.93,,,,,,,,
GJ.2542.jpg,diptera,val,2496.78,823.09,386.32,0.0,182.21,188.13,647.52,882.97,766.24,1227.5,701.93,,,,,1600.46,1570.35,400.02,735.39,,,,,,,,
GJ.2568.jpg,diptera,val,2154.79,771.67,338.36,187.84,121.28,171.97,584.05,799.81,940.6,1016.62,613.26,,,,,1746.79,2004.96,670.6,270.6,,,,,,,,
GJ.2777.jpg,diptera,val,,998.04,432.59,311.76,227.75,255.08,757.49,1152.26,1007.0,,745.27,,,,,2608.21,2615.68,175.95,366.95,,,,,,,,
GJ.2962.jpg,diptera,val,3769.62,1157.5,432.31,3.49,264.96,246.97,1160.46,1557.63,1100.62,1779.67,1119.06,,,,,2555.71,2601.9,216.81,791.72,,,,,,,,
GJ.3019.jpg,diptera,val,2719.5,866.85,383.8,107.13,104.91,172.65,801.8,1302.94,893.12,1032.75,810.21,,,,,2430.01,2456.83,451.32,521.55,,,,385.11,,,,
GJ.5952.jpg,diptera,val,2721.26,875.86,422.47,8.36,87.25,,907.93,1194.65,879.76,1104.13,865.71,,,,,1973.9,2326.12,321.45,543.0,,,,,,,,
GJ.5957.jpg,diptera,val,3394.08,1242.29,628.07,356.93,93.56,98.95,1113.52,1368.46,1398.75,1397.55,1031.61,,,,,2739.21,2767.38,1011.55,963.3,,,,,,,,
GJ.5962.jpg,diptera,val,2618.11,899.0,363.49,7.72,104.8,,834.06,1213.42,1128.35,1041.2,905.13,,,,,2062.63,2152.0,145.17,265.19,,,,,,,,
GJ.5970.jpg,diptera,val,3368.55,986.08,335.99,79.23,,,932.24,1445.46,,1587.1,1029.59,,,,,2929.24,3068.63,968.97,1163.18,,,,,,,,
GJ.5985.jpg,diptera,val,4059.53,1244.72,611.72,277.52,294.86,234.54,1142.32,1684.5,1242.13,1763.32,1132.12,,,,,2713.32,2932.18,672.49,1011.12,,,,,,,,
GJ.5993.jpg,diptera,val,4169.68,,341.4,123.57,,,1055.3,1680.81,1066.4,2147.48,998.89,,,,,2543.37,2567.1,678.12,770.27,,,,,,,,
GJ.6002.jpg,diptera,val,2461.56,886.88,512.44,203.14,149.8,208.05,798.43,1126.0,959.59,823.11,786.89,,,,,2106.6,2033.82,90.13,695.75,,,,,,,,
GJ.6007.jpg,diptera,val,3564.24,1152.68,445.43,63.4,186.51,106.76,1062.0,1562.96,1111.95,1555.84,1007.62,,,,,2332.4,2146.89,124.34,385.8,,,,,,,,
GJ.6010.jpg,diptera,val,2443.36,1013.83,452.66,209.11,191.27,228.12,753.11,1248.91,1099.36,741.79,875.08,,,,,2455.72,2524.35,375.67,632.26,,,,,,,737.1,782.79
GJ.6015.jpg,diptera,val,1817.64,761.73,311.99,178.65,181.01,151.49,566.18,943.84,856.7,561.8,584.65,,,,,2103.48,1971.5,361.59,654.03,,,,,,,,
GJ.6016.jpg,diptera,val,3716.24,1179.31,444.66,8.19,229.49,,1185.78,1642.28,1370.98,1629.29,1278.87,,,,,2932.98,2920.79,901.18,927.7,,,,,,,,
GJ.6020.jpg,diptera,val,3702.54,1300.13,621.41,368.42,,,996.97,1523.69,1336.69,1557.44,1020.61,,,,,2823.91,3173.74,157.48,1001.66,,,,,,,,
GJ.6031.jpg,diptera,val,2998.8,1023.64,336.74,21.47,,,967.03,1488.92,928.54,1173.14,913.69,,,,,2858.37,2921.65,718.97,988.85,,,,,,,,
GJ.6041.jpg,diptera,val,3529.38,503.19,518.22,,,163.77,1003.53,1478.4,1100.91,1532.76,1039.96,,,,,3315.59,3307.27,,1235.77,,,,,,,,
GJ.6052.jpg,diptera,val,3000.28,994.29,451.96,260.04,106.86,184.46,799.89,1173.83,802.24,1374.49,885.72,,,,,2741.82,2759.1,850.81,387.1,,,420.04,486.68,,,,
GJ.6059.jpg,diptera,val,,968.4,401.41,,,,986.74,1505.34,982.48,,996.65,,,,,,3068.43,,671.64,,,,,,,,
GJ.6062.jpg,diptera,val,3355.93,,479.22,,,279.7,982.92,1524.28,1183.96,1352.43,1057.89,,,,,3377.04,3522.29,1084.9,955.67,,,,,,,,
GJ.6130.jpg,diptera,val,,697.2,183.9,121.16,,,620.6,971.56,564.96,,744.36,,,,,1598.73,1549.52,519.02,466.29,,,,,,,,
GJ.7033.jpg,diptera,val,3488.36,1013.85,451.37,207.65,92.62,,936.38,1339.7,1051.14,1697.29,929.07,,,,,2993.9,2987.1,850.91,803.24,,,,,,,,
GJ.7508.jpg,diptera,val,2077.72,666.81,245.67,2.63,31.58,44.35,563.24,836.11,599.2,995.94,572.48,,,,,1778.19,1755.52,279.61,138.65,,,,,,,,
GJ.781.jpg,diptera,val,2966.96,911.68,395.85,13.13,,,771.7,1222.82,817.78,1348.3,863.42,,,,,2145.87,2268.04,665.19,370.31,,,,,,,,
GJ.783.jpg,diptera,val,3270.01,965.86,361.99,25.39,,,876.07,1394.38,970.07,1513.64,888.24,,,,,2172.17,2152.2,676.88,700.3,,,,,,,,
GJ.929.jpg,diptera,val,4298.21,1380.67,541.68,53.5,,,1277.85,1922.99,,1833.54,1499.87,,,,,2999.01,2897.92,1107.39,,,,,,,,,
GJ.939.jpg,diptera,val,2909.17,967.36,396.53,14.11,151.28,181.97,822.71,1290.67,780.23,1221.97,916.42,,,,,1862.71,1918.57,535.02,429.53,,,,,,,,
GJ.946.jpg,diptera,val,3071.13,916.96,303.72,63.67,,,871.43,1269.96,877.8,1497.45,897.88,,,,,1916.2,2010.1,158.64,94.44,,,,,,,,
GJ.947.jpg,diptera,val,3413.82,1140.77,409.53,46.0,,218.88,1115.53,1629.19,807.94,1375.1,1103.57,,,,,2043.12,2058.05,653.06,607.83,,,,,,,,
GJ.969.jpg,diptera,val,3166.83,966.34,429.42,142.74,,262.47,944.13,1393.07,913.29,1344.34,884.5,,,,,2027.57,1982.8,677.83,650.52,,,,,,,,
GV.42902.jpg,diptera,val,2412.89,667.71,352.09,177.2,47.66,58.32,578.49,873.64,699.08,1187.15,542.35,,,,,1719.08,1748.55,247.44,337.12,,,,,,,,
GV.42970.jpg,diptera,val,2633.9,866.35,388.94,213.26,161.53,123.65,687.39,1068.99,677.0,1175.97,652.84,,,,,2268.28,2294.3,679.72,564.82,,,,,,,,
GV.8146.jpg,diptera,val,2130.57,893.73,205.12,16.73,,,757.57,1195.59,979.98,729.86,824.06,,,,,2011.57,2017.9,674.28,570.97,,,,,,,,
HP.19.jpg,diptera,val,1129.0,,123.18,,,,231.08,391.23,297.57,614.6,233.93,,,,,744.56,734.05,83.82,77.01,,,,,,,,
HP.2.jpg,diptera,val,1406.25,399.79,186.34,0.79,97.09,97.71,291.07,465.55,256.65,754.36,276.78,,,,,1090.5,976.5,84.11,234.98,,,,,,,,
HP.205.jpg,diptera,val,1470.81,487.43,68.82,117.51,,,418.54,560.5,515.14,841.48,426.9,,,,,1265.42,1284.79,435.41,519.04,,,,,,,,
HP.223.jpg,diptera,val,1519.5,578.46,167.67,52.03,63.23,44.58,522.94,715.23,732.31,636.6,515.4,,,,,1024.03,1187.16,92.78,335.71,,,,,,,,
HP.279.jpg,diptera,val,1914.02,783.28,191.17,253.36,,,657.91,956.06,982.09,766.79,665.97,,,,,1674.57,1787.3,216.47,524.19,,,,,,,,
HP.30.jpg,diptera,val,1129.31,370.29,143.93,121.97,,75.19,320.04,475.42,358.29,509.96,310.12,,,,,,1011.92,330.62,333.32,,,,,,,,
GAVK.JKA13-4015.jpg,diptera,test,2793.49,912.51,510.66,4.22,372.3,335.63,816.14,1126.12,944.98,1156.72,847.72,,,,,2406.33,2457.18,596.4,623.16,,,,,,,,
GJ.1087.jpg,diptera,test,1921.32,591.55,190.93,35.03,,,518.56,669.1,551.89,1061.3,493.56,,,,,1274.06,1327.91,346.44,405.07,,,,,,,401.33,399.06
GJ.1126.jpg,diptera,test,3178.44,966.03,502.84,229.63,159.72,,948.57,1251.5,1012.14,1424.1,881.59,,,,,2336.75,2246.51,487.73,423.55,,,,,,,,
GJ.1162.jpg,diptera,test,2159.42,727.78,408.13,8.87,53.0,57.68,705.93,864.57,693.03,886.72,696.29,,,,,1338.16,1404.86,309.13,124.13,,,,,,291.35,,
GJ.1177.jpg,diptera,test,1854.72,697.79,316.98,10.41,,,645.72,881.88,650.36,655.85,655.1,,,,,1324.26,1335.35,511.45,446.9,,,,,,,,
GJ.1200.jpg,diptera,test,,997.54,315.88,80.03,,,911.87,1418.59,,,1091.08,,,,,2351.38,2627.32,644.47,965.75,,,,,,,,
GJ.1203.jpg,diptera,test,2767.56,1068.71,322.92,152.22,,,1135.0,1605.21,1226.73,839.43,1137.17,,,,,2736.1,2650.45,1001.25,941.72,,,,,,,,
GJ.1217.jpg,diptera,test,,1272.95,478.11,242.79,,,1322.87,1788.02,,,1343.82,,,,,3151.11,3141.74,,1089.56,,,320.97,355.08,,,,
GJ.1446.jpg,diptera,test,6029.17,2201.4,787.54,513.16,,,2020.85,2513.64,2361.54,2728.0,2144.61,,,,,4437.32,4543.19,1500.15,1481.77,,,,,,,,
GJ.1809.jpg,diptera,test,3828.54,1447.53,858.35,273.36,206.58,174.8,1352.11,1773.46,,1196.73,1380.85,,,,,2859.87,2605.31,1104.82,1013.25,,,,,,,,
GJ.2101.jpg,diptera,test,3573.92,1133.61,702.01,16.46,436.33,399.25,986.37,1264.64,929.79,1607.28,1103.6,,,,,1596.29,1908.32,243.74,185.56,,,,,,,,
GJ.2106.jpg,diptera,test,2566.74,1063.9,465.7,261.26,220.68,250.71,,1248.14,1424.61,852.9,865.22,,,,,3387.53,3514.95,635.97,846.57,,,,,,,,
GJ.2419.jpg,diptera,test,2990.03,971.14,410.22,155.26,69.09,87.26,849.46,1413.69,676.09,1166.12,767.26,,,,,2696.74,2766.19,672.74,825.1,,,,,,,,
GJ.2501.jpg,diptera,test,1757.89,685.76,353.82,167.28,172.56,144.39,629.0,812.19,832.99,591.88,527.11,,,,,1679.77,1624.76,404.78,541.34,,,,,,,,
GJ.2509.jpg,diptera,test,2579.91,755.9,267.1,26.89,143.83,,774.54,1112.99,717.59,1199.81,718.56,,,,,768.58,1155.93,141.95,309.57,,,,,,,,
GJ.2513.jpg,diptera,test,3622.16,1003.47,424.65,14.23,269.72,242.45,932.37,1366.57,1006.44,1830.94,915.09,,,,,2395.6,2439.54,489.17,269.92,,,,,,,,
GJ.2541.jpg,diptera,test,3078.13,999.85,388.21,249.98,188.88,221.71,817.49,1234.07,1104.41,1455.85,723.32,,,,,2949.04,2830.44,597.95,578.19,,,,,,,,
GJ.2597.jpg,diptera,test,3169.88,1016.63,497.11,2.44,123.52,161.77,992.21,1273.71,1043.08,1399.05,944.29,,,,,2354.73,2395.5,172.84,169.96,,,,,,,,
GJ.2820.jpg,diptera,test,2791.32,1002.42,478.43,292.14,354.24,119.36,748.46,1171.93,1035.82,1140.96,831.15,,,,,2414.15,2503.76,712.49,533.24,,,,,,,,
GJ.5936.jpg,diptera,test,4060.11,1260.69,599.75,216.65,237.0,220.46,1167.89,1810.51,1011.48,1649.85,1069.15,,,,,3457.34,3527.31,773.79,714.07,,,,,,,,
GJ.5956.jpg,diptera,test,2275.11,857.58,408.56,252.08,,62.32,744.84,1054.2,969.46,812.36,723.58,,,,,1893.79,1833.46,196.75,221.43,,,,,,,,
GJ.5964.jpg,diptera,test,3039.87,793.95,262.94,48.8,,,692.36,1089.22,864.76,1687.71,812.82,,,,,2212.33,2093.07,244.99,189.6,,,,,,,267.63,457.31
GJ.5977.jpg,diptera,test,3859.97,896.58,441.37,,,198.49,1023.94,1402.51,985.66,2016.09,1032.21,,,,,2459.74,2524.23,,774.72,,,,,,,658.79,
GJ.5980.jpg,diptera,test,4803.37,1418.74,520.55,179.52,224.5,182.26,1399.95,1989.56,1297.42,2293.26,1352.61,,,,,3133.5,3126.56,839.43,926.91,,,,,,,,
GJ.5984.jpg,diptera,test,4090.13,1169.97,526.66,60.97,167.11,235.88,1093.71,1619.48,1071.19,1943.99,1131.65,,,,,2380.21,2372.4,480.54,716.25,,,,,,,,
GJ.6001.jpg,diptera,test,2815.09,1038.92,591.95,244.79,227.52,165.42,922.25,1271.82,1047.98,951.32,942.34,,,,,1693.54,2450.47,434.54,326.06,,,,,,,,
GJ.6021.jpg,diptera,test,3067.25,1129.5,383.63,332.06,,,1053.76,1383.33,1280.52,1300.28,1025.69,,,,,2690.22,2760.31,919.04,920.25,,,,,,,430.11,566.16
GJ.6039.jpg,diptera,test,3126.55,1084.79,471.13,32.63,,,973.09,1390.77,1033.6,1264.65,991.81,,,,,3032.58,3017.18,535.24,1057.21,,,,,,,,
GJ.6047.jpg,diptera,test,,1173.58,606.75,255.08,,,1036.35,1632.34,,,927.87,,,,,3215.35,3579.57,1128.71,496.3,,,,,,,627.71,724.81
GJ.6055.jpg,diptera,test,3313.09,1159.91,674.98,2.87,133.24,153.25,998.51,1302.39,924.31,1335.73,987.71,,,,,3365.9,3381.25,556.45,775.13,,,,,,,,
GJ.6057.jpg,diptera,test,,1026.2,462.59,207.16,128.38,113.42,984.24,1427.23,,,981.77,,,,,2940.73,3135.35,785.27,180.1,,,,,,,,
GJ.6064.jpg,diptera,test,4020.02,1214.73,628.15,5.76,116.54,101.54,1217.51,1506.56,1206.84,1885.31,1141.25,,,,,3546.27,3514.52,810.47,849.11,,,,,,,,
GJ.6071.jpg,diptera,test,,1158.52,459.01,5.64,129.73,164.01,1027.31,1478.88,,,1046.79,,,,,3344.46,3313.5,724.34,940.92,,,823.54,839.84,,,,
GJ.6276.jpg,diptera,test,3491.49,1004.87,434.92,195.62,,,880.31,1261.4,799.23,1795.17,957.5,,,,,2489.98,2404.37,685.23,756.49,,,,,,,,
GJ.6812.jpg,diptera,test,2629.22,885.35,343.0,,125.7,76.46,730.56,1135.46,829.91,1150.76,799.59,,,,,2449.44,2615.19,498.42,717.62,,,,,,,,
GJ.6851.jpg,diptera,test,2560.43,857.44,349.25,1.57,,,789.88,1174.02,870.29,1037.16,896.92,,,,,1523.74,2092.42,776.67,351.26,,,,,,,,
GJ.925.jpg,diptera,test,3461.97,1320.9,550.12,290.23,245.38,305.92,1241.85,1924.55,1373.99,987.3,1223.13,,,,,2732.34,2995.23,831.01,1068.93,,,,,,,,
GJ.972.jpg,diptera,test,2979.08,884.32,341.54,57.38,,,786.11,1132.6,809.83,1504.94,758.57,,,,,1843.57,1869.68,242.09,213.11,,,,,,,,
GV.37459.jpg,diptera,test,1919.62,617.09,274.33,153.6,100.44,114.63,513.83,805.38,691.33,839.9,505.74,,,,,1812.69,1801.64,554.69,590.09,,,419.87,386.84,,,373.16,317.36
GV.95146.jpg,diptera,test,2736.11,810.98,276.59,14.85,103.78,111.82,740.39,1060.47,747.39,1399.05,758.71,,,,,2051.75,2477.79,198.72,362.62,,,,,,,,
HP.13.jpg,diptera,test,1622.83,,261.05,,93.64,104.74,395.47,626.38,472.01,735.41,427.18,,,,,1159.22,959.19,207.41,235.96,,,,,,,,
HP.14.jpg,diptera,test,1665.79,688.25,315.55,152.79,194.34,193.3,595.87,747.05,746.36,603.18,605.78,,,,,1461.11,1282.5,414.86,451.9,,,,,,,,
HP.206.jpg,diptera,test,2572.59,948.64,188.34,292.68,,,744.14,1171.61,1261.89,1212.64,756.11,,,,,2357.03,2392.61,213.62,126.47,,,,,,,,
HP.207.jpg,diptera,test,2049.84,712.72,225.98,238.0,131.35,77.65,585.89,1049.43,773.51,774.43,587.93,,,,,1776.09,1971.33,521.19,61.7,,,,,,,,
HP.227.jpg,diptera,test,2319.81,804.36,310.26,163.61,178.95,116.13,615.58,921.67,889.92,1087.88,606.74,,,,,1885.77,1926.37,319.21,386.83,,,,,,,,
HP.27.jpg,diptera,test,1538.92,494.38,242.36,,,162.58,389.41,608.31,559.41,688.25,442.24,,,,,1367.25,883.73,360.61,377.69,,,,,,,,
HP.31.jpg,diptera,test,1509.7,446.72,239.03,1.87,74.16,65.38,415.88,593.79,369.72,676.88,445.44,,,,,1278.37,1270.34,354.75,371.01,,,,,,,,
HP.313.jpg,diptera,test,1987.62,594.7,257.07,119.67,149.14,114.26,433.48,752.83,660.48,977.72,441.19,,,,,1584.67,1075.2,475.48,521.32,,,,,,,,
HP.316.jpg,diptera,test,1797.72,125.48,295.83,,93.22,,376.1,713.16,305.62,788.72,419.13,,,,,1157.45,1186.55,184.72,281.53,,,,,,,,
Afranthidium_carduele_F_001.jpg,hymenoptera,train,2726.35,1169.22,396.12,688.11,852.63,527.76,1221.62,1032.28,1199.82,1297.95,847.08,,1231.13,,58.45,1943.19,2005.9,348.64,139.98,,,,,,,457.35,
Afranthidium_schulthessii_F_001.jpg,hymenoptera,train,2353.3,988.51,355.11,662.01,376.61,522.42,1042.16,881.27,999.57,1116.91,873.3,1052.43,1375.53,233.14,191.49,1652.52,1757.31,304.64,78.7,,,,,,,451.38,547.88
Afranthidium_schulthessii_M_001.jpg,hymenoptera,train,2965.46,1249.4,499.89,775.4,,638.46,1241.67,999.77,1242.26,1465.81,1132.88,481.86,511.59,200.36,243.71,1491.78,1435.75,115.39,186.93,,,,,,,,
Aglaoapis_tridentata_F_002.jpg,hymenoptera,train,3722.52,1101.9,831.7,695.5,874.83,954.68,1147.16,1129.28,1128.96,1761.54,1003.17,,,,,2367.97,2499.93,217.14,449.95,,,,,,,,
Aglaoapis_tridentata_M_002_grey.jpg,hymenoptera,train,2629.22,866.76,325.53,,968.69,956.02,1032.77,928.18,862.72,1375.51,771.48,,,,,1597.28,1756.16,344.25,205.18,,,541.23,481.94,,,458.79,
Amegilla_albigena_M_001.jpg,hymenoptera,train,2387.0,1077.36,514.27,645.28,926.5,975.91,946.05,799.28,1164.74,1073.44,1055.37,,,,,1724.04,1724.09,324.88,313.41,,,,,,,,
Amegilla_canifrons_F_001.jpg,hymenoptera,train,3216.31,1156.49,621.07,767.5,733.17,737.48,1299.95,1052.66,,1542.58,1220.42,,,,,2381.4,2315.2,704.65,771.23,,,,,,,,
Amegilla_canifrons_M_001.jpg,hymenoptera,train,2536.76,995.74,375.67,578.82,873.99,,1146.72,888.78,1175.52,1272.31,,,1230.25,,105.66,,1808.69,,387.32,,,651.56,900.12,,,566.14,871.22
Amegilla_fasciata_F_002_grey.jpg,hymenoptera,train,2819.15,1048.86,397.57,616.46,721.4,400.35,1181.6,1140.04,1184.08,1281.54,934.02,1435.07,1197.53,440.11,204.56,2066.66,1999.23,323.23,316.83,,,,,,,,
Amegilla_fasciata_M_001.jpg,hymenoptera,train,2282.48,898.71,362.06,485.18,937.92,,891.0,678.31,1000.09,1242.11,934.17,1170.12,668.34,372.35,354.38,1682.1,1151.44,588.04,460.37,,,469.81,609.73,,,518.32,767.96
Amegilla_garrula_M_001.jpg,hymenoptera,train,3077.38,1041.83,776.22,598.63,1030.44,910.91,1329.41,1003.81,1242.22,1297.35,1033.4,1258.42,,200.43,,1762.13,1581.83,439.02,686.32,,,,,,,,
Amegilla_ochroleuca_F_001.jpg,hymenoptera,train,2590.08,984.36,534.17,585.34,283.87,700.18,1207.36,944.13,,1111.78,1092.85,,,,,1932.54,1286.16,649.66,683.67,,,,,,,,
Amegilla_ochroleuca_M_001.jpg,hymenoptera,train,2563.81,1010.42,380.7,586.69,807.78,960.22,1174.13,1020.11,1215.67,1162.99,1032.31,1289.11,,80.68,,1967.4,1984.87,112.37,288.82,,,,,,,,
Amegilla_quadrifasciata_F_001.jpg,hymenoptera,train,2794.93,1145.08,378.64,698.51,,529.26,1306.84,1145.59,1377.6,1270.69,1166.08,,,,,1921.03,2102.26,852.27,745.5,,,,,,,,
Amegilla_salviae_F_001.jpg,hymenoptera,train,2250.58,869.68,332.65,459.04,396.93,387.7,971.84,749.59,967.21,1168.35,767.56,1059.24,1090.55,296.89,279.41,1603.35,1467.04,137.45,587.51,,,,,,,,
Amegilla_savignyi_F_001.jpg,hymenoptera,train,2565.28,1098.93,405.2,690.45,457.29,623.64,1306.89,1143.09,1331.61,1016.99,1054.1,1229.76,1275.48,110.34,91.81,2071.47,1982.03,322.26,74.22,,,,,,,,
Amegilla_savignyi_M_001.jpg,hymenoptera,train,2747.75,1108.89,397.38,684.7,999.54,1099.85,1278.88,1148.98,1322.72,1201.39,1046.38,,1175.78,,130.48,1926.7,2073.5,476.87,238.4,,,,,,,540.23,541.91
Ammobates_armeniacus_F_001.jpg,hymenoptera,train,4109.51,1310.97,699.4,820.17,872.89,906.12,1437.13,1318.74,1420.22,2091.37,1217.78,,,,,2731.73,2813.28,330.66,681.8,,,,,,,,
Ammobates_dusmeti_F_001.jpg,hymenoptera,train,4106.4,1126.34,635.43,779.98,1224.85,,1306.47,1306.47,1208.85,2164.5,1142.94,2029.29,,281.01,,2689.05,2652.76,312.78,537.98,,,,,,,,
Ammobates_mavromoustakisi_F_001.jpg,hymenoptera,train,3550.44,1078.73,709.2,643.42,1175.76,1308.86,1301.63,1218.88,1255.96,1622.35,974.3,,,,,2450.28,2272.55,400.03,525.6,,,,,,,561.93,650.62
Ammobates_mavromoustakisi_M_001.jpg,hymenoptera,train,2907.63,870.69,465.88,,731.94,726.15,1117.65,1073.35,,1368.4,844.71,,,,,1864.9,1940.41,768.39,580.73,,,,,,,354.04,
Ammobates_muticus_F_001.jpg,hymenoptera,train,3045.19,938.95,668.72,600.08,516.32,663.85,1031.56,907.07,1025.97,1469.4,653.69,1590.7,,344.28,406.57,,2113.05,707.18,736.96,,,,,,,,
Ammobates_muticus_M_001.jpg,hymenoptera,train,2855.86,918.03,546.65,583.78,897.31,897.75,1006.17,1065.99,996.13,1243.22,682.79,1765.49,1699.88,415.46,342.88,2494.09,2387.38,687.08,817.31,1555.34,405.37,519.58,630.38,1376.81,497.67,339.33,539.81
Ammobates_opacus_F_001.jpg,hymenoptera,train,3852.04,1230.31,791.7,738.09,494.06,1087.33,1449.79,1469.17,1356.77,1591.18,915.28,,,,,2718.12,2734.07,923.59,511.58,,,610.83,822.0,,,,
Ammobates_oraniensis_F_001.jpg,hymenoptera,train,2749.23,895.88,422.6,561.54,901.91,921.81,1070.02,1014.6,979.53,1312.03,702.09,,,,,2123.41,2112.98,249.31,712.3,,,,623.84,,,,
Ammobates_oraniensis_M_001.jpg,hymenoptera,train,2580.06,,434.61,,751.27,709.73,,909.69,956.93,1235.76,643.1,1408.05,,253.68,,2134.2,2179.09,225.79,616.6,,,,648.2,,,,729.88
Ammobates_punctatus_M_001.jpg,hymenoptera,train,4078.03,1274.62,618.18,,892.7,1279.18,1524.06,1537.83,1525.53,1922.02,1488.75,2041.58,2118.54,813.79,549.22,,985.66,1035.37,,,,,,,,,
Ammobates_rufiventris_F_001.jpg,hymenoptera,train,2509.86,786.64,593.17,472.86,925.18,878.16,987.09,929.29,,987.41,568.88,,,,,2136.0,1955.24,227.22,407.78,,426.82,,,,,,
Ammobates_rufiventris_M_001.jpg,hymenoptera,train,3398.83,938.06,541.98,594.11,957.43,1253.45,1280.05,1258.29,1159.53,1598.56,786.45,1714.29,1869.84,447.33,,2740.91,2617.66,464.64,352.57,,,287.13,,,,,
Ammobates_sanguineus_M_001.jpg,hymenoptera,train,3321.31,938.51,768.2,562.7,919.85,948.87,1077.2,1228.41,934.19,1324.7,682.93,,,,,2210.1,2267.64,343.78,379.2,,,,,,,,
Ammobates_similis_F_001.jpg,hymenoptera,train,2756.55,853.21,538.1,540.33,1016.56,894.94,1019.22,1054.88,954.11,1163.57,660.27,,,,,2056.79,2042.89,184.94,478.33,,,430.2,,,,,
Ammobates_similis_M_001.jpg,hymenoptera,train,3702.68,963.36,835.04,508.8,966.35,1162.52,1162.79,1230.68,1060.98,1636.97,762.85,,,,,2539.14,2515.19,435.37,,,,,,,,,798.01
Ammobates_verhoeffi_M_001.jpg,hymenoptera,train,2337.62,821.72,428.01,,961.32,962.13,950.19,865.03,,1044.58,585.09,,,,,1938.24,1987.77,,246.51,,,238.75,,,,,
